Draw,Date,Winning Number 1,2,3,4,5,6,Extra Number ,From Last,Same As Day,Odd,Even, 1-10, 11-20, 21-30, 31-40, 41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Turnover
22/054,2022-08-13,6,22,25,33,38,47,10,22,,3,3,1,0,2,2,1,0,0,0,0,62,74700,180.5,9600,3235.6,640,4982.1,320,59877.7,40,37996322
22/053,2022-08-11,7,12,22,26,43,49,5,12,,3,3,1,1,2,0,2,0,0,0,0,53,69740,158.5,9600,3072.5,640,4662,320,55420,40,32132482
22/052,2022-08-09,1,12,25,28,36,46,13,36,,2,4,1,1,2,1,1,3,18489150,10.5,554520,174.5,88970,562,9600,10456.2,640,15009.9,320,200845.7,40,125147677
22/051,2022-08-04,13,24,30,35,36,39,29,,,3,3,0,1,2,3,0,0,0,1,1849760,56,88080,184.2,9600,3498.1,640,4893.7,320,63514.7,40,40120548
22/050,2022-08-02,4,8,9,11,42,46,47,46,,2,4,3,1,0,0,2,0,0,0,0,62,64150,104,9600,3709.9,640,3674.5,320,72092.3,40,33998792
22/049,2022-07-30,21,25,34,37,41,46,14,21,,4,2,0,0,2,2,2,1,21531600,2.5,885990,37.5,157500,124.5,9600,2694,640,3577.5,320,50742.4,40,41334851
22/048,2022-07-28,8,13,16,21,23,49,44,23,,4,2,1,2,2,0,1,0,0,0,0,37,124080,97.5,9600,2960.4,640,3379.5,320,62308.4,40,35217338
22/047,2022-07-26,6,14,23,31,38,48,1,38,,2,4,1,1,1,2,1,0,0,2.5,710540,57.5,82380,127.5,9600,2739.7,640,4411.2,320,52757.8,40,36135000
22/046,2022-07-22,5,12,21,30,34,38,3,,,2,4,1,1,2,2,0,1,47333350,2,1961180,168,62250,421.5,9600,9023,640,12506.5,320,156298.9,40,90389776
22/045,2022-07-15,19,20,25,29,46,47,35,47,,4,2,0,2,2,0,2,0,0,0,0,68.5,115450,171.5,9600,4029.5,640,5637,320,76542.5,40,57069234
22/044,2022-07-12,4,13,22,27,43,47,23,,,4,2,1,1,2,0,2,0,0,2,1351460,66.5,108380,185,9600,3526.4,640,5868.6,320,72507.3,40,52986580
22/043,2022-07-08,7,10,28,30,32,36,27,"30,32",,1,5,2,0,2,2,0,0,0,1,1950720,83.5,62290,184.2,9600,4352.5,640,5677.3,320,80431.2,40,44220208
22/042,2022-07-05,9,30,31,32,37,40,25,37,,3,3,1,0,1,4,0,0,0,0,0,37.5,123910,122,9600,2509.9,640,3720.3,320,47854.1,40,34534407
22/041,2022-07-03,19,21,23,26,37,39,13,"19,26,37",,5,1,0,1,3,2,0,1,8000000,0.5,2231200,65.5,90830,186,9600,3407.4,640,5786.5,320,61036,40,45565392
22/040,2022-06-27,1,13,19,26,29,37,15,,,5,1,1,2,2,1,0,1.5,58730450,4.5,2081160,299,83520,712,9600,17587.5,640,20707.1,320,332453.7,40,197454377
22/039,2022-06-21,2,15,20,30,47,48,44,,,2,4,1,2,1,0,2,0,0,0,0,38,148360,103.5,9600,2782,640,3373,320,56067.4,40,39970913
22/038,2022-06-17,9,17,24,27,33,39,48,,17,5,1,1,1,2,2,0,2,19797720,9.5,261670,183,36220,443.5,9600,8621.3,640,8994.5,320,133173.5,40,67022158
22/037,2022-06-14,7,16,21,30,34,38,41,,,2,4,1,1,2,2,0,0,0,0.5,2756310,71.5,102790,185.5,9600,4415.4,640,5359,320,87470.9,40,55579863
22/036,2022-06-10,11,17,24,26,37,41,34,,,4,2,0,2,2,1,1,0,0,1,2296470,83,73780,200,9600,4639.2,640,5934.9,320,80065.1,40,49657075
22/035,2022-06-07,9,16,21,35,47,48,36,35,,4,2,1,1,1,1,2,0,0,0.5,2171800,45.5,127280,126.5,9600,2787,640,4109.7,320,54975.5,40,41523842
22/034,2022-06-03,1,27,32,35,38,44,24,35,,3,3,1,0,1,3,1,0,0,1,1805860,37,130150,66.5,9600,2053.5,640,2972.1,320,40801.5,40,32899147
22/033,2022-05-31,2,13,35,39,43,48,9,,,4,2,1,1,0,2,2,1.5,25632360,1,2994200,99,80650,292,9600,4496,640,7961,320,83700.9,40,62058835
22/032,2022-05-27,1,17,25,29,42,46,8,17,,4,2,1,1,2,0,2,0,0,0.5,2573940,49.5,138660,166.5,9600,3232,640,5761.7,320,66489.5,40,50049897
22/031,2022-05-24,5,7,8,17,47,49,34,,,5,1,3,1,0,0,2,0,0,1,1882330,94.5,53110,153,9600,5721.2,640,4684.2,320,93022,40,44704001
22/030,2022-05-20,27,30,36,38,45,46,34,46,,2,4,0,0,2,2,2,0,0,1,1988520,50,106050,141,9600,2711.5,640,3861.7,320,51885.4,40,38829817
22/029,2022-05-17,4,7,29,35,40,46,17,,,3,3,2,0,1,2,1,0,0,0.5,1689100,38,118530,134,9600,2410.5,640,3694.1,320,47349.5,40,33851150
22/028,2022-05-13,1,5,10,22,30,34,42,,,2,4,3,0,2,1,0,1,12146300,0,0,113.2,32550,140,9600,5075.3,640,3906.7,320,83682.9,40,35768397
22/027,2022-05-10,12,14,19,39,41,48,33,41,,3,3,0,3,0,1,2,0,0,1,1474770,30.5,128940,85.5,9600,1636.5,640,2449.2,320,34709.6,40,27489794
22/026,2022-05-06,2,15,41,42,44,46,40,15,,2,4,1,1,0,0,4,1,42745410,1.5,1959590,54.5,143820,221,9600,3294.5,640,5170.6,320,63577.6,40,55484827
22/025,2022-05-03,3,8,11,15,18,40,41,,3,3,3,2,3,0,1,0,0,0,4,456250,118.5,41060,179,9600,6603.9,640,5015.9,320,110377.4,40,46917024
22/024,2022-04-29,1,7,16,28,31,48,18,,,3,3,2,1,1,1,1,0,0,2,817380,68.5,63640,272.5,9600,4106,640,6503,320,75068.4,40,41303475
22/023,2022-04-26,9,23,30,32,34,40,25,34,,2,4,1,0,2,3,0,0,0,0,0,45,102990,186.5,9600,3194.1,640,4213.6,320,59201.4,40,37562137
22/022,2022-04-22,8,11,15,19,34,37,25,34,,4,2,1,3,0,2,0,0,0,1.5,1077920,44,97990,117.5,9600,2581.4,640,3948.2,320,53093.7,40,33356654
22/021,2022-04-19,12,23,28,34,39,46,44,,,2,4,0,1,2,2,1,0,0,0,0,51,70610,99,9600,2494.5,640,2682.5,320,44282.4,40,27908717
22/020,2022-04-15,21,25,30,36,37,47,42,30,,4,2,0,0,3,2,1,0.5,12686100,1.5,1092240,67,65200,90,9600,2075,640,2515.7,320,36839.5,40,30506071
22/019,2022-04-12,8,11,12,20,26,30,28,20,12,1,5,1,3,2,0,0,0.5,15542020,5.5,140520,188,19200,462.1,9600,7065.3,640,8706,320,90434.6,40,34091737
22/018,2022-04-08,10,20,36,38,43,48,30,,,1,5,1,1,0,2,2,0,0,2,701750,36,103960,171,9600,2470.5,640,4590,320,43476.7,40,30949464
22/017,2022-04-05,9,11,12,22,29,42,3,,,3,3,1,2,2,0,1,0.5,18025780,5.5,174630,149,19200,416.5,9600,5958,640,8870.1,320,83595.9,40,34100846
22/016,2022-04-01,4,8,21,40,46,49,34,"8,21",,2,4,2,0,1,1,2,0,0,0.5,1704140,27,168310,57,9600,1907.5,640,2576.7,320,41588.4,40,31001265
22/015,2022-03-29,8,18,21,35,37,38,10,,,3,3,1,1,1,3,0,0,0,0,0,27.5,114390,114.5,9600,2354.2,640,3473.3,320,44748.9,40,26203620
22/014,2022-03-25,15,20,26,28,29,46,12,28,,2,4,0,2,3,0,1,1,19936240,0,0,54,86200,106,9600,2002.8,640,3634.2,320,42651.4,40,33253445
22/013,2022-03-22,6,28,32,33,40,45,1,40,,2,4,1,0,1,3,1,0,0,0,0,32,134950,81.3,9600,2153.2,640,3168.2,320,42420.7,40,30987235
22/012,2022-03-18,12,18,22,30,40,49,15,12,18,1,5,0,2,2,1,1,0.5,16443330,2.5,568790,108.5,34940,135,9600,3736.2,640,3462.9,320,62949.4,40,32834894
22/011,2022-03-15,3,10,12,28,39,48,17,,,2,4,2,1,1,1,1,0.5,24354680,1,1437790,90.5,42360,193.5,9600,4690.6,640,5096.7,320,75553,40,37122142
22/010,2022-03-11,11,20,23,29,38,47,12,23,11,4,2,0,2,2,1,1,0,0,1,1527900,128.5,31700,188,9600,3106.9,640,5200.5,320,54166.6,40,34847236
22/009,2022-03-08,1,5,23,42,46,49,11,,,4,2,2,0,1,0,3,0,0,0,0,38,103380,120,9600,2071,640,4518.4,320,43539,40,30478158
22/008,2022-03-03,12,19,21,22,40,43,46,12,,3,3,0,2,2,1,1,0,0,0,0,26,160450,69,9600,1955.2,640,2153.5,320,43365.1,40,29256378
22/007,2022-02-24,2,9,11,12,16,24,43,,24,2,4,2,3,1,0,0,1,9812450,2,173900,288,19200,191,9600,8887.6,640,4577,320,112189.8,40,35209894
22/006,2022-02-17,6,7,22,34,35,46,8,"6,35",,2,4,2,0,1,2,1,0,0,0.5,1538020,44.5,92160,191.5,9600,2524.5,640,4958.5,320,50052.8,40,33908375
22/005,2022-02-10,6,13,17,28,35,44,5,,,3,3,1,2,1,1,1,1,21313080,0,0,69.5,75830,194,9600,3652.2,640,6184.3,320,66054.7,40,43149524
22/004,2022-02-05,15,18,21,25,39,43,33,18,,5,1,0,2,2,1,1,0,0,2,1230600,51,128690,132,9600,2789.5,640,4572.6,320,58211,40,46064752
22/003,2022-01-27,10,18,20,29,32,33,2,10,,2,4,1,2,1,2,0,0,0,2,824960,71.5,61530,216,9600,3412.2,640,5370.5,320,60419.1,40,37926197
22/002,2022-01-20,1,3,10,11,30,42,39,,,3,3,3,1,1,0,1,7,17446020,6,2083190,844.5,39460,1346,9600,42689.7,640,36260,320,670456.5,40,315247031
22/001,2022-01-04,2,8,12,14,20,47,36,20,,1,5,2,3,0,0,1,0,0,4.5,1824050,349.5,62620,661,9600,19225.6,640,20417.2,320,332422.3,40,182618372
21/123,2021-12-30,20,21,22,29,34,35,7,21,,3,3,0,1,3,2,0,0,0,5,374240,89,56060,369,9600,4572.7,640,8660.6,320,74930.2,40,48048327
21/122,2021-12-28,21,25,30,33,36,49,3,30,,4,2,0,0,3,2,1,0,0,3,700510,47.5,117980,150,9600,2897.6,640,4737.7,320,58167.9,40,41727918
21/121,2021-12-25,8,11,20,30,35,40,27,11,,2,4,1,2,1,2,0,0,0,2,671920,82.6,43380,132.7,9600,4509.8,640,3769.2,320,62224,40,32778401
21/120,2021-12-23,3,9,11,17,22,44,23,"11,44",,4,2,2,2,1,0,1,1.5,35231080,3.5,862760,222.5,36190,524,9600,10052.3,640,13377.2,320,158886.8,40,81892835
21/119,2021-12-21,11,12,16,32,43,44,41,12,,2,4,0,3,0,1,2,0,0,2,1542380,113,72790,247.5,9600,5845,640,7667.9,320,107379.3,40,65675419
21/118,2021-12-19,12,20,21,26,33,42,9,,,2,4,0,2,2,1,1,0,0,4,576750,117.5,52350,304,9600,6028.7,640,9555.4,320,104213.1,40,57230309
21/117,2021-12-16,5,6,19,43,47,49,39,43,,5,1,2,1,0,0,3,0,0,1.5,1554070,59.5,104470,208,9600,3916.5,640,6185,320,73771,40,49094689
21/116,2021-12-14,7,24,29,36,41,43,35,7,,4,2,1,0,2,1,2,0,0,1.5,1552600,56.5,109910,160.5,9600,3257.7,640,4421.9,320,63841.9,40,45659354
21/115,2021-12-11,7,21,34,35,42,48,41,7,,3,3,1,0,1,2,2,0,0,2,938690,47,106510,144,9600,3252.6,640,3407.5,320,50083.6,40,37614030
21/114,2021-12-09,4,7,9,13,15,43,1,"4,13,43",9,5,1,3,2,0,0,1,0,0,6,165960,78.5,33820,396,9600,3883.6,640,8962.7,320,64779.7,40,33773073
21/113,2021-12-07,4,13,19,21,35,43,27,21,,5,1,1,2,1,1,1,1,35204920,4,715320,80.5,94780,219,9600,4186.9,640,6283.5,320,83938.3,40,57615068
21/112,2021-12-04,1,21,24,29,44,46,19,21,,3,3,1,0,3,0,2,0,0,0,0,43.5,142480,134.5,9600,2658,640,4584.5,320,57661.3,40,44061675
21/111,2021-12-02,3,21,26,36,38,49,9,"26,38",,3,3,1,0,2,2,1,0.5,34648060,1,2429630,79,82010,278.7,9600,3987.4,640,7945.9,320,75811.5,40,52966895
21/110,2021-11-30,1,17,22,26,38,44,8,44,,2,4,1,1,2,1,1,0,0,2,1169340,78.5,79440,259.5,9600,3890.5,640,7503.1,320,77217.6,40,51118764
21/109,2021-11-27,2,14,30,41,42,44,22,,,1,5,1,1,1,0,3,0,0,3,704790,50.5,111650,155,9600,2685.5,640,4382.5,320,53932.8,40,41215513
21/108,2021-11-25,10,28,36,39,47,48,44,,,2,4,1,0,1,2,2,0.5,27999870,3.5,688990,71,90570,172.5,9600,3713.5,640,4894,320,70275.9,40,48289325
21/107,2021-11-23,2,6,11,22,34,38,7,38,,1,5,2,1,1,2,0,0,0,2.5,689880,104.5,44010,304.5,9600,5193.9,640,9203.7,320,90642,40,47135894
21/106,2021-11-20,18,19,24,38,39,42,41,38,,2,4,0,2,1,2,1,0,0,0,0,64.5,70950,171,9600,3635.5,640,4352.6,320,61985.9,40,37801638
21/105,2021-11-18,2,16,23,25,29,38,18,25,,3,3,1,1,3,1,0,0,0,0.5,1453720,54,71780,237,9600,3199.6,640,5844.4,320,57965.2,40,35484723
21/104,2021-11-16,9,13,25,27,33,36,35,,,5,1,1,1,2,2,0,1,23567110,0,0,117.5,45750,199,9600,5429,640,6030.6,320,91699.1,40,47690457
21/103,2021-11-14,1,11,15,21,24,28,8,,,4,2,1,2,3,0,0,0,0,4.5,300710,104,34690,498.2,9600,5580.6,640,10320.6,320,92163.4,40,45897344
21/102,2021-11-11,10,13,31,37,40,46,15,,,3,3,1,1,0,3,1,0,0,2,1071380,40.5,141080,116,9600,2734.2,640,3302.7,320,55354.2,40,40430400
21/101,2021-11-09,3,11,15,25,30,45,33,15,,5,1,1,2,2,0,1,0.5,14061490,2,946450,94.2,53580,218,9600,4507.7,640,5530.2,320,77530.6,40,43918795
21/100,2021-11-06,13,15,40,41,42,49,21,40,,4,2,0,2,0,1,3,0,0,2,951860,28.5,178120,75,9600,2211,640,2702.5,320,40564,40,34387168
21/099,2021-11-04,3,22,30,32,40,43,5,,,2,4,1,0,2,2,1,1,33197770,0,0,109,65350,175,9600,5213.4,640,5554.1,320,90122.3,40,55501482
21/098,2021-11-02,4,5,24,33,44,49,41,,,3,3,2,0,1,1,2,0,0,0,0,117.5,52000,151.5,9600,6107,640,4538.5,320,95979.4,40,50815089
21/097,2021-10-30,3,14,37,41,42,45,4,,,4,2,1,1,0,1,3,0,0,3,699880,39,143560,138,9600,2338.2,640,3897.3,320,46102.5,40,39434258
21/096,2021-10-28,1,5,17,26,34,48,42,"34,48",,3,3,2,1,1,1,1,0,0,0,0,40,114600,122,9600,2464.2,640,3298.5,320,51074.6,40,34149467
21/095,2021-10-26,9,14,23,28,34,48,36,9,,2,4,1,1,2,1,1,1,83352030,6.5,1197540,257.5,80610,722.5,9600,14099,640,18212.6,320,271572.9,40,166066708
21/094,2021-10-21,6,9,11,13,15,47,38,"13,15",,5,1,2,3,0,0,1,0,0,2,1169130,97,64280,268,9600,6183.4,640,7506.5,320,109441.2,40,56370441
21/093,2021-10-19,7,13,15,19,24,37,2,,19,5,1,1,3,1,1,0,0,0,1,2023820,90.5,59630,257,9600,5518.2,640,7406.3,320,90379.5,40,49649202
21/092,2021-10-16,3,14,16,23,38,46,2,,16,2,4,1,2,1,1,1,0.5,31002850,0.5,2460120,76.5,85750,167.5,9600,3868.6,640,5878,320,74544.7,40,49943620
21/091,2021-10-14,2,6,9,27,43,45,35,,,4,2,3,0,1,0,2,0,0,0.5,2963110,76.5,103280,196,9600,5950,640,6649.5,320,113843.3,40,63109147
21/090,2021-10-07,8,11,19,21,24,47,23,19,,4,2,1,2,2,0,1,0,0,1,1750520,76,61420,196,9600,3832.6,640,5932.8,320,71325.7,40,40574782
21/089,2021-10-05,19,20,26,29,32,48,38,"19,48",,2,4,0,2,2,1,1,0,0,1.5,1288340,47.5,108490,106,9600,2245.5,640,3601,320,47050.2,40,36382712
21/088,2021-10-02,6,12,19,31,47,48,41,47,,3,3,1,2,0,1,2,1,43856210,1,3024980,88,91660,195.5,9600,5138,640,5717.5,320,96120,40,61112232
21/087,2021-09-30,2,3,11,20,24,47,48,2,,3,3,2,2,1,0,1,0,0,1.5,1787770,78.5,91090,178,9600,5241.1,640,6412,320,96019.3,40,56669596
21/086,2021-09-28,2,23,31,38,43,45,40,"43,45",,4,2,1,0,1,2,2,0,0,0,0,51.5,139050,123.5,9600,3587.2,640,4185.2,320,70995,40,50619232
21/085,2021-09-25,15,18,32,43,45,47,12,,,4,2,0,2,0,1,3,0,0,1,2135110,56,101670,104.5,9600,2327.5,640,3754,320,48025.9,40,39364722
21/084,2021-09-23,2,4,10,17,38,41,47,,,2,4,3,1,0,1,1,0,0,0,0,17,249250,87.5,9600,2373,640,3029,320,51159.4,40,31509826
21/083,2021-09-21,14,15,25,26,32,45,2,32,,3,3,0,2,2,1,1,1,85976090,2.5,3463470,243.5,94820,667,9600,14677.5,640,19169.2,320,267607.1,40,177905377
21/082,2021-09-16,1,6,11,20,32,35,22,32,,3,3,2,2,0,2,0,0,0,1.5,969880,53,73190,165.5,9600,3364.9,640,5043.2,320,64153,40,34407969
21/081,2021-09-14,7,8,32,33,39,49,23,,,4,2,2,0,0,3,1,3,9629500,4.5,516170,157.5,39320,292.7,9600,5117.9,640,8372.7,320,91319.8,40,54507496
21/080,2021-09-11,12,26,31,37,38,44,16,"31,37",,2,4,0,1,1,3,1,0,0,2.5,915740,56,109010,150.5,9600,3390.5,640,4538.3,320,63168.7,40,45121486
21/079,2021-09-09,7,22,24,31,33,37,39,7,,4,2,1,0,2,3,0,0.5,27672260,0.5,2432010,83.9,77290,212,9600,4636.5,640,6167.4,320,89665.7,40,52555055
21/078,2021-09-07,2,7,21,23,27,36,40,36,7,4,2,2,0,3,1,0,0,0,1,2133920,80.7,70510,190,9600,5476.1,640,4718.4,320,95678.6,40,48701656
21/077,2021-09-04,5,8,29,31,32,36,12,,,3,3,2,0,1,3,0,0,0,0.5,1706980,67,67930,204.5,9600,3195.7,640,6169.3,320,61929.7,40,38824391
21/076,2021-09-02,10,28,39,45,48,49,15,45,,3,3,1,0,1,1,3,0,0,1,1694220,62.5,72280,108.5,9600,2882,640,3200,320,54286.6,40,34247100
21/075,2021-08-31,1,12,23,29,45,46,48,45,,4,2,1,1,2,0,2,1,14105370,2,1017560,160.5,33810,144,9600,4423.9,640,4034.5,320,70576.5,40,43031732
21/074,2021-08-28,2,14,15,16,33,45,19,,,3,3,1,3,0,1,1,0,0,1,1571830,49.2,85190,112.5,9600,2747.5,640,3398.6,320,50209.3,40,32314122
21/073,2021-08-26,5,10,17,30,43,44,40,5,,3,3,2,1,1,0,2,1,91247640,2.5,2911170,178.5,108720,646.5,9600,11346.5,640,18445.9,320,221910.3,40,151047187
21/072,2021-08-21,2,5,18,21,42,48,46,,21,2,4,2,1,1,0,2,0,0,3,1414670,127,89110,435.5,9600,8138,640,10126.5,320,156880.7,40,92586446
21/071,2021-08-19,4,26,28,31,32,33,8,,,2,4,1,0,2,3,0,0,0,4.5,955670,174,65900,448.5,9600,8373.4,640,13958,320,150374.1,40,95651831
21/070,2021-08-14,11,12,19,38,39,41,6,,,4,2,0,3,0,2,1,0,0,1,2603380,152.5,45520,280.5,9600,5622.3,640,7776.2,320,101034.7,40,59061589
21/069,2021-08-12,20,21,30,34,36,37,29,,,2,4,0,1,2,3,0,0,0,2,1348300,71.5,100570,201.2,9600,4318.1,640,5289.3,320,78782.2,40,54248894
21/068,2021-08-10,4,12,14,17,22,32,41,14,,1,5,1,3,1,1,0,0,0,3.5,717120,83.2,80440,192.5,9600,4430.2,640,5089,320,86167.6,40,52122938
21/067,2021-08-07,13,14,26,34,35,44,12,,,2,4,0,2,1,2,1,0,0,3.5,567090,73,72500,175,9600,3648.2,640,4719.5,320,62458.9,40,41785637
21/066,2021-08-05,10,17,19,25,36,39,31,"10,39",,4,2,1,2,1,2,0,0,0,2,937150,50.5,98970,143.5,9600,2640.8,640,3768.2,320,51102.5,40,37127431
21/065,2021-08-03,10,13,15,29,31,39,47,,,5,1,1,2,1,2,0,0,0,0.5,1545690,32,128800,109,9600,2373,640,2688.5,320,46118.4,40,30729572
21/064,2021-08-01,1,4,9,21,36,42,3,,1,3,3,3,0,1,1,1,1.5,33424220,3.5,1155840,215.5,50050,551.9,9600,10449.6,640,17165.2,320,182511.6,40,100770911
21/063,2021-07-27,8,11,19,22,29,44,14,11,,3,3,1,2,2,0,1,0,0,3,468050,84,44570,157.5,9600,3920.9,640,4366,320,67397.2,40,34076454
21/062,2021-07-24,11,12,25,27,28,34,46,,,3,3,0,2,3,1,0,1.5,5333330,0,0,71.5,49770,97.5,9600,3329.3,640,2754,320,58472,40,29747956
21/061,2021-07-22,2,3,4,5,8,23,27,2,,3,3,5,0,1,0,0,3.5,2362510,7,38400,635.3,19200,444,9600,14144.8,640,7686.3,320,110616.7,40,36705647
21/060,2021-07-20,2,7,15,19,31,49,46,,,5,1,2,2,0,1,1,0,0,1.5,885140,82.5,42910,187.5,9600,4016.4,640,3486.5,320,67428.7,40,33166927
21/059,2021-07-17,1,6,16,30,32,47,12,6,,2,4,2,1,1,1,1,1,42438580,1,2578770,67,102630,234.5,9600,4411,640,7859.8,320,86910.5,40,55477589
21/058,2021-07-15,6,19,22,23,28,49,20,,,3,3,1,1,3,0,1,0,0,0.5,2320130,78,79320,180,9600,4996,640,5764.6,320,93558.6,40,50944039
21/057,2021-07-13,9,13,21,35,38,48,20,,13,4,2,1,1,1,2,1,0,0,2.5,871120,86,67520,228.9,9600,4556.2,640,6179.5,320,80840.7,40,48664960
21/056,2021-07-10,25,28,34,37,40,49,33,,,3,3,0,0,2,3,1,0,0,1.5,1412130,33,171160,114,9600,2369.5,640,3912,320,50207.6,40,39609288
21/055,2021-07-08,7,9,13,27,39,43,42,,,6,0,2,1,1,1,1,0,0,0.5,1626790,68.5,63330,141,9600,3965.4,640,3966.2,320,71689.4,40,36937249
21/054,2021-07-06,2,6,15,16,26,34,14,,6,1,5,2,2,1,1,0,0,0,1.5,930270,61.5,60500,164.5,9600,4129.3,640,4603.4,320,65970.9,40,34364266
21/053,2021-07-03,7,9,24,29,37,48,17,24,,4,2,2,0,2,1,1,1,13120260,1.5,1137830,79.5,57240,230,9600,4337.2,640,6519.5,320,76635.7,40,41924408
21/052,2021-06-29,10,16,24,39,44,47,28,,,2,4,1,1,1,1,2,0,0,1,1640140,42.5,102910,121.5,9600,2082,640,3121.5,320,41488.5,40,31801856
21/051,2021-06-27,2,7,11,27,37,42,28,11,27,4,2,2,1,1,1,1,1,26050660,1,1717180,118,38800,336,9600,5729.4,640,7677.8,320,89907.8,40,47269835
21/050,2021-06-24,4,11,14,21,38,48,31,,,2,4,1,2,1,1,1,0,0,0,0,53,95740,152,9600,3387.3,640,4371.4,320,62641,40,39764355
21/049,2021-06-22,1,5,7,24,26,30,8,,,3,3,3,0,3,0,0,0,0,6,203820,128.2,25430,522,9600,5605.8,640,11236.7,320,86953.1,40,41479405
21/048,2021-06-19,4,15,17,32,38,43,30,,,3,3,1,2,0,2,1,0,0,0,0,37,116630,94.5,9600,1985.5,640,2522.2,320,41146.1,40,30530545
21/047,2021-06-17,1,25,31,34,42,48,20,,,3,3,1,0,1,2,2,1,37883790,2,1233250,57,115390,170.5,9600,3367.5,640,4798.5,320,68130.3,40,48374806
21/046,2021-06-15,3,11,13,22,44,45,4,3,,4,2,1,2,1,0,2,0.5,60968530,2.5,1407060,117.5,79830,353.5,9600,7308.7,640,10631.8,320,130295.1,40,78621308
21/045,2021-06-11,2,3,15,29,41,43,7,,,5,1,2,1,1,0,2,0,0,3,1184200,64,148020,247.5,9600,4607.5,640,7419.4,320,92655.9,40,69317963
21/044,2021-06-08,7,13,21,24,28,30,10,,,3,3,1,1,4,0,0,0,0,5.5,401870,141.5,41650,483.5,9600,6553.7,640,11151.7,320,112299.8,40,61276144
21/043,2021-06-04,2,6,16,22,34,49,45,"6,16",,1,5,2,1,1,1,1,0,0,0,0,62.5,109780,143.5,9600,4333.6,640,4792.5,320,85358.4,40,51757606
21/042,2021-06-01,1,6,16,28,33,36,8,,1,2,4,2,1,1,2,0,0,0,8,180470,167.5,22980,672.9,9600,7024.4,640,12411,320,100186.2,40,48969186
21/041,2021-05-28,5,12,30,43,44,45,21,,,3,3,1,1,1,0,3,0,0,0,0,38.5,148910,161.5,9600,2933,640,4670.3,320,61402.9,40,42830097
21/040,2021-05-25,1,7,19,22,27,49,20,,,5,1,2,1,2,0,1,0.5,19807490,1,1562650,147,28340,264,9600,6479.2,640,6748,320,101833.9,40,45114491
21/039,2021-05-21,8,14,31,37,44,47,38,,,3,3,1,1,0,2,2,0,0,0.5,2034150,37.5,144650,113.5,9600,2544,640,3606.2,320,51331.3,40,38568911
21/038,2021-05-18,2,9,26,34,35,36,4,,,2,4,2,0,1,3,0,0,0,3,550760,61.2,71990,149,9600,2811.6,640,3924.6,320,52203.7,40,34589888
21/037,2021-05-14,5,14,28,29,31,37,11,31,14,4,2,1,1,2,2,0,2,14831010,3,609180,134,36360,279,9600,4679.4,640,6599.7,320,71882.2,40,44535503
21/036,2021-05-11,15,22,30,31,35,45,6,22,,4,2,0,1,2,2,1,0.5,45659740,0.5,2698940,91.5,78650,223,9600,4128.2,640,6013.4,320,77540.4,40,54780065
21/035,2021-05-07,5,8,22,26,40,41,46,8,,2,4,2,0,2,1,1,0,0,0.5,2426630,70.5,91780,123.5,9600,3723,640,3845,320,74298.1,40,47311439
21/034,2021-05-04,8,9,10,19,38,45,6,9,,3,3,3,1,0,1,1,0,0,0,0,115.5,33990,278,9600,4978,640,9236.3,320,85034.6,40,42587540
21/033,2021-04-30,7,9,29,33,36,49,41,,,5,1,2,0,1,2,1,0,0,1,1614910,85.5,50360,143.5,9600,4660.2,640,4032.5,320,79553.5,40,38265895
21/032,2021-04-27,2,13,15,19,38,41,30,15,,4,2,1,3,0,1,1,0,0,1,1882270,46.5,107940,110.5,9600,2426.7,640,3574.4,320,48211.9,40,36066196
21/031,2021-04-23,15,18,20,23,31,47,12,,23,4,2,0,3,1,1,1,0,0,2,781530,34,122590,134,9600,2517,640,4037.5,320,48125,40,32528370
21/030,2021-04-20,12,32,40,42,48,49,27,,,1,5,0,1,0,2,3,0,0,1.5,925790,56,66120,113,9600,2566.5,640,3170,320,42269.8,40,28900309
21/029,2021-04-16,5,6,17,23,29,38,24,,,4,2,2,1,2,1,0,1,19281120,3,532870,81,52620,209.5,9600,4503.1,640,5836.3,320,75830.1,40,39824924
21/028,2021-04-13,7,10,13,14,20,35,49,"7,13,14",13,3,3,2,3,0,1,0,0.5,28970560,3.5,589580,81,67930,193,9600,5240.5,640,5226,320,87919.4,40,47247039
21/027,2021-04-09,7,9,12,13,14,16,23,7,9,3,3,2,4,0,0,0,0,0,3,422280,166,20350,322.5,9600,6495.9,640,8177.6,320,93311.5,40,42377097
21/026,2021-04-06,4,7,8,20,22,41,21,,,2,4,3,1,1,0,1,0,0,5,278050,46,80590,279,9600,3781.6,640,6933.9,320,74245.4,40,37912073
21/025,2021-04-02,1,2,33,34,42,49,39,,2,3,3,2,0,0,2,2,0,0,1.5,1059040,62.5,67770,168.5,9600,3415.7,640,4046,320,61111,40,35519840
21/024,2021-03-30,24,26,36,37,41,43,31,"24,26,43",,3,3,0,0,2,2,2,0.5,20085580,2,1033390,41,134420,139,9600,2202.9,640,4019.4,320,46469.2,40,38945364
